model,base,format,trained_on,optimizer,lr,max_len,epochs,num_labels,init,aggregate,split,category,prauc,n_pairs,n_pos
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Одежда,0.080718,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Продукты питания,0.335489,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Спорт и отдых,0.254934,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Строительство и ремонт,0.27742,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Товары для животных,0.317105,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Хобби и творчество,0.342231,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Электроника,0.36167,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Ювелирные изделия,0.048385,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Автотовары,0.360033,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Аптека,0.281721,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Бытовая техника,0.319271,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Бытовая химия,0.405718,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Галантерея и аксессуары,0.091395,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Детские товары,0.339073,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Дом и сад,0.196192,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Канцелярские товары,0.161116,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Красота и гигиена,0.317883,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Мебель,0.108649,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Музыкальные инструменты,0.279187,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Обувь,0.082835,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Одежда,0.080139,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Продукты питания,0.31359,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Спорт и отдых,0.211353,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Строительство и ремонт,0.2816,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Товары для животных,0.253842,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Хобби и творчество,0.284256,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Электроника,0.321233,,
knrm_joint,knrm,knrm,folds,?,?,?,?,-,-,none,leaderboard,Ювелирные изделия,0.048379,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Автотовары,0.393868,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Аптека,0.293956,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Бытовая техника,0.370728,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Бытовая химия,0.380782,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Галантерея и аксессуары,0.062499,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Детские товары,0.267208,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Дом и сад,0.226284,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Канцелярские товары,0.147125,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Красота и гигиена,0.350895,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Мебель,0.174367,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Музыкальные инструменты,0.406269,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Обувь,0.067995,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Одежда,0.075954,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Продукты питания,0.446732,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Спорт и отдых,0.182275,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Строительство и ремонт,0.358187,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Товары для животных,0.306138,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Хобби и творчество,0.198778,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Электроника,0.415033,,
lgbm_cheap,lightgbm,boosting,folds,-,?,-,?,-,-,none,leaderboard,Ювелирные изделия,0.020559,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Продукты питания,0.810057,4572,1263
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Товары для животных,0.860046,4537,1629
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Товары для животных,0.859756,4534,1602
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Автотовары,0.653753,4808,841
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Бытовая химия,0.849384,4337,1983
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Хобби и творчество,0.85881,4339,1990
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Бытовая химия,0.857733,4339,2058
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Галантерея и аксессуары,0.508664,4567,774
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Спорт и отдых,0.671899,4319,1122
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Спорт и отдых,0.655222,4469,1133
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Галантерея и аксессуары,0.507241,4507,770
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Спорт и отдых,0.666956,4417,1173
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Мебель,0.641753,4648,717
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Спорт и отдых,0.653275,4512,1172
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Автотовары,0.640831,4756,807
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Обувь,0.330803,4622,443
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Продукты питания,0.805583,4549,1272
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Одежда,0.423026,5777,664
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Электроника,0.70436,4526,760
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Обувь,0.348516,4616,436
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Музыкальные инструменты,0.788008,4436,944
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Товары для животных,0.858676,4580,1638
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Ювелирные изделия,0.467263,4540,578
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Галантерея и аксессуары,0.526421,4428,715
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Электроника,0.674282,4906,835
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Одежда,0.440718,5797,721
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Бытовая техника,0.78379,4489,1595
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Дом и сад,0.730711,4316,1133
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Аптека,0.788346,4546,338
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Товары для животных,0.846328,4560,1611
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Ювелирные изделия,0.402407,4824,586
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Аптека,0.794414,4598,318
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Канцелярские товары,0.704593,4361,1515
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Строительство и ремонт,0.706513,4556,989
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Красота и гигиена,0.765867,4295,1595
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Аптека,0.762978,4520,339
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Канцелярские товары,0.685536,4403,1484
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Дом и сад,0.766249,4436,1201
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Бытовая химия,0.864247,4400,2043
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Канцелярские товары,0.688334,4381,1468
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Хобби и творчество,0.866695,4488,2144
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Строительство и ремонт,0.712963,4492,957
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Продукты питания,0.81748,4581,1203
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Автотовары,0.646506,4786,856
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Аптека,0.773989,4621,333
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Мебель,0.628199,4583,680
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Красота и гигиена,0.739585,4377,1549
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Бытовая техника,0.780956,4350,1571
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Автотовары,0.666973,4660,822
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Продукты питания,0.797177,4582,1208
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Мебель,0.637375,4570,686
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Дом и сад,0.736169,4573,1164
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Строительство и ремонт,0.747802,4495,1004
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Дом и сад,0.740044,4249,1110
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Мебель,0.660998,4565,673
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Детские товары,0.855143,4430,2460
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Красота и гигиена,0.754053,4224,1532
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Хобби и творчество,0.860668,4461,2028
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Музыкальные инструменты,0.822214,4447,992
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Бытовая техника,0.772034,4467,1615
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Строительство и ремонт,0.715539,4559,979
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Детские товары,0.868082,4329,2477
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Галантерея и аксессуары,0.512908,4482,756
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Бытовая химия,0.869606,4360,2099
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Обувь,0.333203,4642,488
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Красота и гигиена,0.760548,4390,1607
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Электроника,0.677121,4593,822
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Музыкальные инструменты,0.803598,4559,1056
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Ювелирные изделия,0.421366,4665,567
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Одежда,0.414365,5837,675
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Одежда,0.424883,5946,691
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Электроника,0.642553,4656,810
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Детские товары,0.848338,4370,2410
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_01,Обувь,0.333049,4482,446
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Музыкальные инструменты,0.796157,4375,958
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_04,Хобби и творчество,0.86898,4389,2040
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Бытовая техника,0.79179,4508,1623
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Ювелирные изделия,0.436697,4666,586
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_02,Детские товары,0.853638,4432,2522
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,val_fold_03,Канцелярские товары,0.673221,4290,1436
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Строительство и ремонт,0.707077,4492,957
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Галантерея и аксессуары,0.547658,4482,756
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Одежда,0.44251,5797,721
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Музыкальные инструменты,0.779341,4436,944
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Галантерея и аксессуары,0.546478,4567,774
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Красота и гигиена,0.751541,4224,1532
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Продукты питания,0.810902,4549,1272
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Дом и сад,0.733888,4573,1164
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Бытовая техника,0.774307,4489,1595
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Музыкальные инструменты,0.788443,4559,1056
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Одежда,0.421496,5837,675
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Продукты питания,0.808963,4582,1208
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Товары для животных,0.849556,4534,1602
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Детские товары,0.852675,4430,2460
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Спорт и отдых,0.665531,4319,1122
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Электроника,0.659805,4656,810
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Электроника,0.67172,4906,835
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Хобби и творчество,0.873246,4389,2040
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Бытовая химия,0.863706,4400,2043
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Канцелярские товары,0.699189,4403,1484
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Красота и гигиена,0.737442,4377,1549
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Спорт и отдых,0.659208,4469,1133
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Галантерея и аксессуары,0.538768,4428,715
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Красота и гигиена,0.766164,4295,1595
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Обувь,0.346312,4482,446
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Товары для животных,0.849306,4537,1629
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Обувь,0.351455,4642,488
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Детские товары,0.857248,4432,2522
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Канцелярские товары,0.690454,4290,1436
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Мебель,0.636749,4648,717
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Канцелярские товары,0.719725,4361,1515
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Товары для животных,0.852558,4560,1611
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Автотовары,0.634271,4756,807
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Бытовая химия,0.864098,4339,2058
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Аптека,0.776455,4520,339
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Продукты питания,0.814387,4581,1203
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Красота и гигиена,0.762159,4390,1607
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Обувь,0.362235,4616,436
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Строительство и ремонт,0.700917,4556,989
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Одежда,0.438164,5777,664
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Аптека,0.787791,4621,333
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Бытовая техника,0.789798,4508,1623
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Бытовая техника,0.782126,4350,1571
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Бытовая химия,0.868357,4360,2099
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Продукты питания,0.811516,4572,1263
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Обувь,0.3473,4622,443
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Галантерея и аксессуары,0.537019,4507,770
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Музыкальные инструменты,0.808786,4447,992
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Спорт и отдых,0.662315,4512,1172
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Спорт и отдых,0.672487,4417,1173
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Ювелирные изделия,0.424875,4666,586
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Дом и сад,0.743862,4316,1133
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Бытовая техника,0.776246,4467,1615
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_03,Детские товары,0.85308,4370,2410
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Дом и сад,0.753238,4249,1110
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Канцелярские товары,0.68977,4381,1468
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Автотовары,0.628847,4786,856
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Детские товары,0.862374,4329,2477
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Бытовая химия,0.854322,4337,1983
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Электроника,0.684608,4526,760
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Мебель,0.647182,4565,673
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_01,Мебель,0.623914,4583,680
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_02,Ювелирные изделия,0.406982,4824,586
berta_pretrain_e1,sergeyzh/BERTA,cross-encoder,llm,adamw,2e-5,512,1,1,-,none,val_fold_04,Электроника,0.680189,4593,822
