category,fold,slice,n,positives,negatives,coverage,prevalence,baseline_ap,parent_baseline_ap,collapse_delta,groups
Ювелирные изделия,fold_01,score_01_05,46,0,46,0.01013215859030837,0.0,,0.6390750489255224,,45
Ювелирные изделия,fold_01,score_05_20,1132,7,1125,0.24933920704845816,0.006183745583038869,0.028022764760954416,0.6390750489255224,-0.6110522841645679,1024
Ювелирные изделия,fold_01,score_20_50,1783,52,1731,0.39273127753303966,0.029164329781267526,0.04835334401808486,0.6390750489255224,-0.5907217049074375,1628
Ювелирные изделия,fold_01,score_50_80,1421,392,1029,0.3129955947136564,0.27586206896551724,0.5407866986240087,0.6390750489255224,-0.09828835030151362,1294
Ювелирные изделия,fold_01,score_80_95,139,108,31,0.030616740088105728,0.7769784172661871,0.9018535947786473,0.6390750489255224,0.262778545853125,139
Ювелирные изделия,fold_01,score_95_99,15,15,0,0.003303964757709251,1.0,,0.6390750489255224,,15
Ювелирные изделия,fold_01,score_99_100,4,4,0,0.000881057268722467,1.0,,0.6390750489255224,,4
Ювелирные изделия,fold_01,text_asymmetric,1770,169,1601,0.3898678414096916,0.09548022598870057,0.6033150327739728,0.6390750489255224,-0.035760016151549556,1569
Ювелирные изделия,fold_02,all,4824,586,4238,1.0,0.1214759535655058,0.587881977930299,0.587881977930299,0.0,4136
Ювелирные изделия,fold_02,name_exact,7,0,7,0.001451077943615257,0.0,,0.587881977930299,,7
Ювелирные изделия,fold_02,name_near,81,8,73,0.016791044776119403,0.09876543209876543,0.8250595238095239,0.587881977930299,0.2371775458792249,77
Ювелирные изделия,fold_02,name_other,4736,578,4158,0.9817578772802653,0.12204391891891891,0.5833551660960048,0.587881977930299,-0.004526811834294153,4060
Ювелирные изделия,fold_02,attrs_present,4824,586,4238,1.0,0.1214759535655058,0.587881977930299,0.587881977930299,0.0,4136
Ювелирные изделия,fold_02,brand_agree,609,157,452,0.12624378109452736,0.25779967159277506,0.6977487069944532,0.587881977930299,0.10986672906415429,551
Ювелирные изделия,fold_02,brand_conflict,415,55,360,0.08602819237147595,0.13253012048192772,0.6695131894464699,0.587881977930299,0.08163121151617092,397
Ювелирные изделия,fold_02,brand_one_missing,3800,374,3426,0.7877280265339967,0.09842105263157895,0.5222410603005737,0.587881977930299,-0.06564091762972524,3253
Ювелирные изделия,fold_02,model_agree,314,62,252,0.06509121061359867,0.19745222929936307,0.5432543049246009,0.587881977930299,-0.04462767300569803,268
Ювелирные изделия,fold_02,model_both_missing,200,21,179,0.04145936981757877,0.105,0.6049769558249828,0.587881977930299,0.017094977894683838,174
Ювелирные изделия,fold_02,model_conflict,1273,239,1034,0.2638888888888889,0.18774548311076197,0.6662007181877432,0.587881977930299,0.07831874025744423,1163
Ювелирные изделия,fold_02,model_one_missing,3037,264,2773,0.6295605306799337,0.08692788936450445,0.5238364753521283,0.587881977930299,-0.06404550257817065,2633
Ювелирные изделия,fold_02,article_agree,60,36,24,0.012437810945273632,0.6,0.9635799430964711,0.587881977930299,0.37569796516617215,59
Ювелирные изделия,fold_02,article_conflict,1399,236,1163,0.29000829187396354,0.16869192280200143,0.6131667034338459,0.587881977930299,0.02528472550354699,1282
Ювелирные изделия,fold_02,article_one_missing,3365,314,3051,0.6975538971807629,0.09331352154531947,0.4897834220394929,0.587881977930299,-0.09809855589080607,2881
Ювелирные изделия,fold_02,size_comparable_agree,314,74,240,0.06509121061359867,0.2356687898089172,0.8436823871200146,0.587881977930299,0.2558004091897157,299
Ювелирные изделия,fold_02,size_comparable_mismatch,1817,315,1502,0.37665837479270314,0.17336268574573474,0.5237204077037463,0.587881977930299,-0.06416157022655267,1581
Ювелирные изделия,fold_02,size_not_comparable,2693,197,2496,0.5582504145936982,0.07315261789825474,0.5403206479910575,0.587881977930299,-0.04756132993924145,2357
Ювелирные изделия,fold_02,numeric_conflict,901,179,722,0.18677446102819237,0.19866814650388456,0.5413141026331887,0.587881977930299,-0.04656787529711026,840
Ювелирные изделия,fold_02,numeric_missing,1497,129,1368,0.31032338308457713,0.08617234468937876,0.5350347405430106,0.587881977930299,-0.05284723738728836,1312
Ювелирные изделия,fold_02,numeric_overlap,2426,278,2148,0.5029021558872305,0.1145919208573784,0.6346847171233968,0.587881977930299,0.04680273919309785,2098
Ювелирные изделия,fold_02,text_long,3097,356,2741,0.6419983416252073,0.11494995156603165,0.5740714786400619,0.587881977930299,-0.013810499290237033,2712
Ювелирные изделия,fold_02,text_medium,1170,162,1008,0.24253731343283583,0.13846153846153847,0.6175978690974752,0.587881977930299,0.02971589116717621,1019
Ювелирные изделия,fold_02,text_short_both,1,0,1,0.00020729684908789387,0.0,,0.587881977930299,,1
Ювелирные изделия,fold_02,text_very_long,556,68,488,0.11525704809286899,0.1223021582733813,0.6126515476879546,0.587881977930299,0.02476956975765565,495
Ювелирные изделия,fold_02,score_01_05,34,0,34,0.007048092868988391,0.0,,0.587881977930299,,33
Ювелирные изделия,fold_02,score_05_20,1311,8,1303,0.27176616915422885,0.006102212051868803,0.0263830993396702,0.587881977930299,-0.5614988785906287,1195
Ювелирные изделия,fold_02,score_20_50,1820,54,1766,0.37728026533996684,0.02967032967032967,0.06077769167437838,0.587881977930299,-0.5271042862559205,1646
Ювелирные изделия,fold_02,score_50_80,1469,383,1086,0.3045190713101161,0.2607215793056501,0.43902424223722547,0.587881977930299,-0.14885773569307348,1356
Ювелирные изделия,fold_02,score_80_95,166,117,49,0.034411276948590384,0.7048192771084337,0.856765980211625,0.587881977930299,0.26888400228132603,163
Ювелирные изделия,fold_02,score_95_99,21,21,0,0.004353233830845771,1.0,,0.587881977930299,,20
Ювелирные изделия,fold_02,score_99_100,3,3,0,0.0006218905472636816,1.0,,0.587881977930299,,3
Ювелирные изделия,fold_02,text_asymmetric,1836,156,1680,0.3805970149253731,0.08496732026143791,0.5148309541092906,0.587881977930299,-0.07305102382100837,1628
Ювелирные изделия,fold_03,all,4666,586,4080,1.0,0.12558936990998715,0.6351403327602787,0.6351403327602787,0.0,3987
Ювелирные изделия,fold_03,name_exact,7,0,7,0.0015002143163309043,0.0,,0.6351403327602787,,7
Ювелирные изделия,fold_03,name_near,93,9,84,0.019931418774110587,0.0967741935483871,0.6574571262071263,0.6351403327602787,0.02231679344684756,85
Ювелирные изделия,fold_03,name_other,4566,577,3989,0.9785683669095585,0.1263688129653964,0.6339655344180523,0.6351403327602787,-0.0011747983422264463,3910
Ювелирные изделия,fold_03,attrs_present,4666,586,4080,1.0,0.12558936990998715,0.6351403327602787,0.6351403327602787,0.0,3987
Ювелирные изделия,fold_03,brand_agree,547,155,392,0.11723103300471496,0.283363802559415,0.7319291108816749,0.6351403327602787,0.09678877812139619,507
Ювелирные изделия,fold_03,brand_conflict,398,67,331,0.08529789969995713,0.16834170854271358,0.7083768492669924,0.6351403327602787,0.0732365165067137,376
Ювелирные изделия,fold_03,brand_one_missing,3721,364,3357,0.7974710672953279,0.09782316581564096,0.57677847179824,0.6351403327602787,-0.05836186096203866,3149
Ювелирные изделия,fold_03,model_agree,312,71,241,0.06686669524217745,0.22756410256410256,0.6241839804668095,0.6351403327602787,-0.010956352293469251,272
Ювелирные изделия,fold_03,model_both_missing,152,12,140,0.03257608229747107,0.07894736842105263,0.6010505210983097,0.6351403327602787,-0.034089811661969005,138
Ювелирные изделия,fold_03,model_conflict,1195,253,942,0.2561080154307758,0.21171548117154812,0.7146305496105647,0.6351403327602787,0.07949021685028601,1099
Ювелирные изделия,fold_03,model_one_missing,3007,250,2757,0.6444492070295756,0.08313934153641503,0.5549566467600731,0.6351403327602787,-0.08018368600020565,2565
Ювелирные изделия,fold_03,article_agree,58,37,21,0.012430347192456065,0.6379310344827587,0.9877640533989209,0.6351403327602787,0.3526237206386422,57
Ювелирные изделия,fold_03,article_conflict,1319,255,1064,0.28268324046292326,0.19332827899924185,0.6751102908618798,0.6351403327602787,0.03996995810160109,1200
Ювелирные изделия,fold_03,article_one_missing,3289,294,2995,0.7048864123446207,0.08938887199756765,0.5157516165394463,0.6351403327602787,-0.11938871622083236,2794
Ювелирные изделия,fold_03,size_comparable_agree,310,87,223,0.06643806258036862,0.2806451612903226,0.8943138166204939,0.6351403327602787,0.2591734838602152,299
Ювелирные изделия,fold_03,size_comparable_mismatch,1763,306,1457,0.3778396913844835,0.1735677821894498,0.5520904148157836,0.6351403327602787,-0.08304991794449512,1534
Ювелирные изделия,fold_03,size_not_comparable,2593,193,2400,0.5557222460351479,0.07443116081758581,0.5971849127078899,0.6351403327602787,-0.03795542005238883,2244
Ювелирные изделия,fold_03,numeric_conflict,815,179,636,0.17466780968709816,0.2196319018404908,0.6307413152704558,0.6351403327602787,-0.004399017489822854,747
Ювелирные изделия,fold_03,numeric_missing,1443,118,1325,0.30925846549507074,0.08177408177408177,0.565847515645614,0.6351403327602787,-0.06929281711466473,1244
Ювелирные изделия,fold_03,numeric_overlap,2408,289,2119,0.5160737248178311,0.12001661129568106,0.6675217307404844,0.6351403327602787,0.03238139798020567,2082
Ювелирные изделия,fold_03,text_long,2958,373,2585,0.6339477068152594,0.12609871534820824,0.6355149054414907,0.6351403327602787,0.00037457268121199316,2605
Ювелирные изделия,fold_03,text_medium,1097,140,957,0.23510501500214318,0.1276207839562443,0.6361494152539666,0.6351403327602787,0.0010090824936879184,982
Ювелирные изделия,fold_03,text_very_long,611,73,538,0.13094727818259752,0.11947626841243862,0.6447899937691303,0.6351403327602787,0.009649661008851562,514
Ювелирные изделия,fold_03,score_01_05,32,0,32,0.006858122588941277,0.0,,0.6351403327602787,,30
Ювелирные изделия,fold_03,score_05_20,1074,3,1071,0.23017573939134162,0.002793296089385475,0.008307624130904075,0.6351403327602787,-0.6268327086293747,972
Ювелирные изделия,fold_03,score_20_50,1861,43,1818,0.39884269181311616,0.0231058570660935,0.03716297961261231,0.6351403327602787,-0.5979773531476664,1664
Ювелирные изделия,fold_03,score_50_80,1516,395,1121,0.324903557651093,0.2605540897097625,0.47078176994085064,0.6351403327602787,-0.16435856281942807,1403
Ювелирные изделия,fold_03,score_80_95,164,126,38,0.035147878268324044,0.7682926829268293,0.8875785483420915,0.6351403327602787,0.2524382155818128,161
Ювелирные изделия,fold_03,score_95_99,17,17,0,0.0036433776253750536,1.0,,0.6351403327602787,,17
Ювелирные изделия,fold_03,score_99_100,2,2,0,0.0004286326618088298,1.0,,0.6351403327602787,,2
Ювелирные изделия,fold_03,text_asymmetric,1876,157,1719,0.4020574367766824,0.08368869936034115,0.5351950836995031,0.6351403327602787,-0.09994524906077562,1598
Ювелирные изделия,fold_04,all,4665,567,4098,1.0,0.12154340836012861,0.6067626481236219,0.6067626481236219,0.0,4014
Ювелирные изделия,fold_04,name_exact,15,0,15,0.003215434083601286,0.0,,0.6067626481236219,,13
Ювелирные изделия,fold_04,name_near,87,5,82,0.01864951768488746,0.05747126436781609,0.5722222222222222,0.6067626481236219,-0.03454042590139972,81
Ювелирные изделия,fold_04,name_other,4563,562,4001,0.9781350482315112,0.12316458470304624,0.6084855208970886,0.6067626481236219,0.0017228727734667215,3937
Ювелирные изделия,fold_04,attrs_present,4665,567,4098,1.0,0.12154340836012861,0.6067626481236219,0.6067626481236219,0.0,4014
Ювелирные изделия,fold_04,brand_agree,524,121,403,0.11232583065380493,0.23091603053435114,0.6789977457006326,0.6067626481236219,0.07223509757701074,486
Ювелирные изделия,fold_04,brand_conflict,398,66,332,0.08531618435155412,0.1658291457286432,0.6600602206075037,0.6067626481236219,0.05329757248388178,378
Ювелирные изделия,fold_04,brand_one_missing,3743,380,3363,0.802357984994641,0.10152284263959391,0.5660276549661316,0.6067626481236219,-0.040734993157490296,3191
Ювелирные изделия,fold_04,model_agree,278,68,210,0.05959271168274384,0.2446043165467626,0.5674905900227248,0.6067626481236219,-0.03927205810089707,248
Ювелирные изделия,fold_04,model_both_missing,174,23,151,0.03729903536977492,0.13218390804597702,0.5785922570850746,0.6067626481236219,-0.02817039103854735,165
Ювелирные изделия,fold_04,model_conflict,1180,217,963,0.2529474812433012,0.18389830508474575,0.6733918267368766,0.6067626481236219,0.06662917861325468,1085
Ювелирные изделия,fold_04,model_one_missing,3033,259,2774,0.6501607717041801,0.08539399934058688,0.5584843863268687,0.6067626481236219,-0.04827826179675321,2580
Ювелирные изделия,fold_04,article_agree,61,34,27,0.01307609860664523,0.5573770491803278,0.9617518360007794,0.6067626481236219,0.3549891878771575,61
Ювелирные изделия,fold_04,article_conflict,1230,200,1030,0.26366559485530544,0.16260162601626016,0.6264858355332724,0.6067626481236219,0.01972318740965051,1135
Ювелирные изделия,fold_04,article_one_missing,3374,333,3041,0.7232583065380493,0.0986959098992294,0.5216637086667597,0.6067626481236219,-0.0850989394568622,2865
Ювелирные изделия,fold_04,size_comparable_agree,290,81,209,0.06216505894962487,0.2793103448275862,0.842899502387978,0.6067626481236219,0.23613685426435604,280
Ювелирные изделия,fold_04,size_comparable_mismatch,1687,283,1404,0.3616291532690247,0.16775340841730882,0.4901021893934912,0.6067626481236219,-0.1166604587301307,1505
Ювелирные изделия,fold_04,size_not_comparable,2688,203,2485,0.5762057877813505,0.07552083333333333,0.6160065102828541,0.6067626481236219,0.00924386215923223,2308
Ювелирные изделия,fold_04,numeric_conflict,817,147,670,0.17513397642015005,0.1799265605875153,0.5674925906305689,0.6067626481236219,-0.03927005749305301,760
Ювелирные изделия,fold_04,numeric_missing,1503,150,1353,0.3221864951768489,0.0998003992015968,0.660181288966745,0.6067626481236219,0.05341864084312309,1287
Ювелирные изделия,fold_04,numeric_overlap,2345,270,2075,0.5026795284030011,0.11513859275053305,0.6021758387603805,0.6067626481236219,-0.004586809363241406,2052
Ювелирные изделия,fold_04,text_long,2987,334,2653,0.6403001071811362,0.11181787746903248,0.6030143333985236,0.6067626481236219,-0.0037483147250982896,2581
Ювелирные изделия,fold_04,text_medium,1077,150,927,0.23086816720257236,0.1392757660167131,0.6183778933345649,0.6067626481236219,0.011615245210943037,987
Ювелирные изделия,fold_04,text_very_long,601,83,518,0.12883172561629153,0.13810316139767054,0.6195584325345784,0.6067626481236219,0.012795784410956523,535
Ювелирные изделия,fold_04,score_01_05,35,1,34,0.007502679528403001,0.02857142857142857,0.06666666666666667,0.6067626481236219,-0.5400959814569553,33
Ювелирные изделия,fold_04,score_05_20,1038,1,1037,0.222508038585209,0.0009633911368015414,0.002898550724637681,0.6067626481236219,-0.6038640973989843,928
Ювелирные изделия,fold_04,score_20_50,1978,43,1935,0.4240085744908896,0.021739130434782608,0.0625376520646015,0.6067626481236219,-0.5442249960590204,1760
Ювелирные изделия,fold_04,score_50_80,1424,383,1041,0.3052518756698821,0.26896067415730335,0.4917768147582232,0.6067626481236219,-0.11498583336539869,1337
Ювелирные изделия,fold_04,score_80_95,173,122,51,0.03708467309753483,0.7052023121387283,0.7946077644145255,0.6067626481236219,0.1878451162909036,173
Ювелирные изделия,fold_04,score_95_99,16,16,0,0.0034297963558413717,1.0,,0.6067626481236219,,16
Ювелирные изделия,fold_04,score_99_100,1,1,0,0.00021436227224008573,1.0,,0.6067626481236219,,1
Ювелирные изделия,fold_04,text_asymmetric,1959,167,1792,0.419935691318328,0.0852475752935171,0.5063142118023972,0.6067626481236219,-0.10044843632122469,1667
